223,62,0.00923417,7.02685,12
447,57,0.014762,6.76048,15
376,51,0.0119647,6.52913,13
229,69,0.00915494,7.48529,17
36,16,0.0014083,5.45098,10
342,32,0.00719252,6.25053,12
329,38,0.0107735,6.28163,14
61,27,0.00260792,6.42515,11
135,19,0.00656532,6.05,7
428,47,0.0153353,6.56382,13
283,53,0.00909043,6.97769,15
519,57,0.0165931,6.78507,11
39,23,0.00148809,5.99057,13
318,42,0.0122946,6.36446,14
135,19,0.00323209,6.05135,13
546,54,0.0131481,6.69629,10
245,36,0.00962073,6.31402,10
90,37,0.00419457,6.67339,19
54,28,0.0022706,8.45946,18
357,48,0.0155763,6.59169,16
452,46,0.0150753,6.5,14
68,22,0.00386037,6.38095,10
431,57,0.0143774,6.77618,15
193,36,0.00759313,7.06718,14
427,47,0.0129452,6.5,13
147,41,0.00527343,7.13534,15
311,33,0.00685126,6.4299,15
121,13,0.00611492,5.68693,7
464,49,0.0146895,6.60514,13
151,54,0.00308598,6.77114,16
288,40,0.0110113,6.31117,14
401,48,0.0104674,6.51812,12
26,18,0.000558118,9.15069,16
147,37,0.00305038,6.94987,13
504,64,0.0183542,6.63422,14
442,67,0.0147084,7.22149,17
139,30,0.0045539,6.45408,14
517,64,0.016234,6.87413,14
413,50,0.0116399,6.67951,12
394,43,0.0150286,6.54504,13
145,22,0.00489629,5.8797,8
323,37,0.010176,6.46711,19
310,37,0.0101443,6.22313,11
91,30,0.00323577,6.53012,16
455,46,0.0128411,6.70159,14
513,64,0.0176037,6.9662,20
19,18,0.000402387,7.59259,14
189,35,0.00861632,6.82456,15
392,53,0.0121505,6.72414,11
122,44,0.00513109,8.6209,16
148,32,0.00314943,6.55156,12
374,43,0.01453,6.50725,15
272,33,0.0100691,6.18267,11
215,44,0.00736013,7.71728,16
126,28,0.00567826,6.88047,12
93,32,0.0019192,6.32283,16
159,22,0.00641301,6.28506,8
170,50,0.00691807,6.69469,12
424,55,0.0138366,6.70744,17
65,38,0.00251512,9.02247,16
149,51,0.004998,7.05926,19
226,25,0.00542748,6.1252,13
507,45,0.0151471,6.66595,15
168,60,0.00649231,7.17595,18
130,46,0.00465253,7.62712,14
20,20,0.000823623,8.10909,16
409,59,0.0130841,6.7931,17
433,65,0.013973,7.06271,15
381,51,0.0120303,6.71045,19
435,46,0.0151504,6.38048,10
436,56,0.0130392,6.62314,16
437,46,0.0152411,6.46331,16
257,43,0.0124355,6.64062,15
396,54,0.0128465,6.54629,18
343,39,0.0127565,6.38965,11
389,56,0.0114121,6.67598,20
324,38,0.0133004,6.25641,14
386,56,0.00881606,6.74554,16
390,48,0.0136036,6.54034,10
431,51,0.0157288,6.63437,17
408,33,0.00912314,6.3642,11
384,59,0.0158879,6.87784,21
55,23,0.00230354,5.53595,11
18,17,0.000724002,7.32692,13
432,37,0.011554,6.29392,7
523,49,0.014756,6.75536,17
98,29,0.00450769,6.18421,11
457,69,0.0150954,7.15415,17
297,32,0.0131429,6.11951,8
89,26,0.00363515,6.08097,12
512,61,0.0140909,6.88535,21
313,38,0.0107672,6.57474,18
189,28,0.00395385,6.73152,12
79,26,0.0033506,9.02778,14
422,52,0.0128996,6.56007,12
158,29,0.00613789,6.4447,17
193,32,0.00619557,6.87091,8
113,25,0.00463174,5.51466,9
382,52,0.0135417,6.65271,14
444,57,0.0154665,6.70272,13
