2415,22,0.0313123,12.0523,16
9107,27,0.102328,13.1709,18
753,19,0.0126593,12.8126,14
6658,27,0.0776835,14.1069,20
376,16,0.00756454,9.45398,10
2790,22,0.0332969,11.925,12
3380,24,0.0414703,12.9052,14
1439,21,0.0206322,12.9303,12
1045,17,0.0147128,10.106,8
3145,25,0.0381663,13.9377,16
13065,29,0.141228,13.673,16
4379,25,0.0544138,13.1704,12
1119,19,0.0163242,11.1482,14
1899,22,0.024395,12.8694,16
3161,23,0.0381366,11.1747,14
3392,22,0.0421918,12.2509,12
1117,20,0.0160034,11.5212,12
251,21,0.00511718,15.1699,22
1240,22,0.0179661,14.1591,20
1402,22,0.0220032,13.1787,18
120,16,0.00245768,11.92,18
356,16,0.00554586,10.7358,12
4467,25,0.0540599,13.8546,18
1592,22,0.0228278,12.9809,18
3485,23,0.04169,13.1392,14
10780,29,0.1212,13.5392,16
3205,23,0.0396212,12.3759,18
291,13,0.00701552,9.17717,8
7632,27,0.0933313,13.7842,14
923,24,0.0111983,16.6177,18
5283,26,0.0600352,13.5402,14
386,16,0.00878944,11.4149,14
134,18,0.00138642,13.5683,16
4431,25,0.0529204,13.6854,14
9907,28,0.11176,14.1122,16
18973,29,0.212965,14.4572,20
4294,26,0.0498238,13.4751,16
10350,28,0.114138,13.7912,16
5609,24,0.0593798,12.6972,14
24136,31,0.269807,13.456,16
668,16,0.0131719,10.2273,10
6354,27,0.0738727,14.2939,22
3379,23,0.040458,12.5212,12
12925,28,0.145589,13.3431,20
4529,24,0.0553349,12.68,14
1895,24,0.020446,15.4079,22
197,18,0.00386121,12.5123,16
2668,23,0.0316949,13.4382,16
4049,25,0.0464222,13.119,12
10379,28,0.119488,14.5676,18
999,20,0.0161039,12.2522,14
15920,27,0.173799,13.4169,16
3341,23,0.0384016,12.1263,12
9298,28,0.104387,14.6691,20
2269,22,0.0295064,12.1714,14
11801,28,0.128748,13.6765,20
1932,20,0.0253563,10.8599,8
21657,30,0.238093,13.5121,14
1335,23,0.0186773,14.6028,18
9332,28,0.107563,13.5752,18
20930,29,0.240111,14.7409,22
5917,25,0.0749249,12.5793,16
822,21,0.0148073,12.6395,18
678,22,0.00701352,15.3806,18
10004,28,0.112309,14.2623,16
468,20,0.00940675,12.3948,18
14528,29,0.167619,14.3929,20
4932,27,0.0575105,14.6514,18
2753,25,0.0341612,14.9443,22
5468,24,0.0629074,12.0413,10
2592,24,0.033133,14.4875,20
2063,22,0.025728,12.7139,20
9890,29,0.111027,13.9536,16
31211,30,0.347977,13.9032,20
5501,25,0.063222,12.4557,14
2011,26,0.0223665,14.3857,22
1627,22,0.0223414,12.9746,16
7852,26,0.0882175,13.2204,18
539,16,0.00956866,10.7168,12
8052,27,0.0868488,14.2421,20
1231,19,0.0132653,11.1931,12
1177,25,0.0174056,16.5983,22
236,15,0.00470911,10.2173,14
175,17,0.00276039,12.1096,14
572,15,0.00922087,9.56522,10
8151,25,0.0922402,14.482,20
950,19,0.0161336,11.535,12
21296,31,0.235775,14.3408,20
4691,24,0.0517752,11.0934,10
1833,22,0.0229868,12.2258,14
8396,27,0.0953903,14.7913,22
3778,26,0.0454418,14.9664,20
14152,28,0.15894,12.5029,14
1968,24,0.0260005,13.9456,16
20851,30,0.225211,13.3142,12
649,19,0.0106014,12.2766,18
3405,22,0.0377651,11.7407,10
4552,21,0.0530996,10.8564,10
10957,24,0.120316,13.4485,18
5763,27,0.0668575,13.9126,16
