809224,22,10.474,0,12
1659716,23,22.1183,0,15
56332,17,0.766083,0,13
3832702,25,50.1788,0,17
20305,16,0.267406,0,10
572928,22,7.64629,0,12
840857,22,11.4033,0,14
336802,21,4.33328,0,11
48030,17,0.652649,0,7
523656,21,6.93879,0,13
1183127,23,15.6408,0,15
1229082,23,16.5497,0,11
144153,19,1.9308,0,13
726904,22,9.49624,0,14
119854,19,1.51581,0,13
746437,22,9.71795,0,10
201422,20,2.71132,0,10
463439,21,6.17072,0,19
880713,22,11.6201,0,18
529433,22,7.09991,0,16
25389,16,0.344664,0,14
18803,16,0.254172,0,10
3233554,25,43.993,0,15
559965,22,7.21597,0,14
1161388,23,15.4448,0,13
3012022,25,38.986,0,15
533665,21,7.1227,0,15
6472,13,0.0978231,0,7
1258485,23,17.015,0,13
1506581,24,20.166,0,16
2082506,24,28.1806,0,14
28816,16,0.383414,0,12
57963,18,0.7782,0,16
1339052,23,17.6422,0,13
-,-,-,-,-
-,-,-,-,-
618550,22,8.09926,0,14
-,-,-,-,-
707091,22,9.3529,0,12
3906491,25,52.2235,0,13
13166,14,0.178223,0,8
-,-,-,-,-
445186,21,5.93604,0,11
-,-,-,-,-
1521264,24,19.8697,0,14
2550556,24,33.4172,0,20
60744,18,0.816109,0,14
1071876,23,14.3424,0,15
542261,21,7.04311,0,11
-,-,-,-,-
323497,20,4.31251,0,12
-,-,-,-,-
160297,19,2.21881,0,11
-,-,-,-,-
86884,18,1.13921,0,12
2296791,24,31.2987,0,16
60654,18,0.819048,0,8
1715631,24,22.8475,0,12
1336819,23,18.0024,0,17
2536217,24,32.5723,0,16
-,-,-,-,-
3587544,25,48.7491,0,13
344582,21,4.60074,0,15
599223,22,8.22364,0,18
-,-,-,-,-
277227,20,3.79778,0,16
-,-,-,-,-
-,-,-,-,-
4095212,25,55.6992,0,19
1665711,24,22.3493,0,10
1583030,24,20.5953,0,16
792904,22,10.6722,0,16
-,-,-,-,-
-,-,-,-,-
4088312,25,55.9486,0,11
-,-,-,-,-
214527,20,3.27021,0,14
-,-,-,-,-
28881,16,0.399958,0,10
-,-,-,-,-
110829,19,1.54031,0,11
3745530,25,51.8609,0,21
12608,15,0.176661,0,11
42323,17,0.608307,0,13
15054,15,0.215182,0,7
3814054,25,55.011,0,17
51080,17,0.752657,0,11
-,-,-,-,-
216000,20,3.00229,0,8
269416,20,3.93588,0,12
-,-,-,-,-
-,-,-,-,-
761900,22,10.4235,0,12
779906,22,10.7864,0,14
713441,22,9.84733,0,12
156601,19,2.19347,0,17
197555,20,2.80268,0,8
365116,21,5.0696,0,9
1905889,24,26.9162,0,14
3411293,25,47.1021,0,13
